"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"kartochka","Copper","","Cu","датащит","cost507","ROUND II","6565f4d67695fbbf779d68b9eeeb83e86e44a1a3dde9bafd612d99daffb9c34d","","cost507","6565f4d67695fbbf779d68b9eeeb83e86e44a1a3dde9bafd612d99daffb9c34d","совпадает","schitaetsya","v_reshatel","CU","O","","","","","","100.0","","","","","","","","","","","","","","","","","","CU=1.0","1357.8","1357.8","1356.15","calphad","canon/data/reference/deskriptory_splavov_v1.csv, splav=Copper, T_sol_K/T_liq_K; CALPHAD, COST507 ROUND II, sha256 6565f4d67695…; pycalphad 0.11.2 в ~/lilith_user_env (python 3.12), calphad_layer.raschet.solidus_likvidus, точность 0,25 K, pdens 200 (полная сетка), сторож движущей силы пройден; ПОСЧИТАНО В APP-350 (в предрасчёте APP-312б строка C-21 отказная: состав «O₂ ≤10 ppm» не разобрался). Чистый металл — солидус и ликвидус совпадают","200","True","0.25","","LIQUID FCC_A1 BCC_A2 HCP_A3 CUB_A13 CBCC_A12","быстрый набор cost507 (LIQUID FCC_A1 BCC_A2 HCP_A3 CUB_A13 CBCC_A12); имена фаз в улике не записаны","не записано","","","","","sdacha/LOG_APP-350.md, «Cu-OF по датащиту Aurubis»",""
"kartochka","RS553","","Al","состав не опубликован","","","","","","","","sostava_net","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","canon/data/reference/deskriptory_splavov_v1.csv, splav=RS553, T_sol_K/T_liq_K; состав не опубликован — CALPHAD считать не из чего; литературных значений не нашёл. Просмотрено: Волков С.В., Вертянов Д.В., Тимошенков С.П., Вестник МГТУ им. Н.Э. Баумана, сер. «Приборостроение», 2024, CC BY: названа только система Al-Mg-Sc, числового состава нет; каталожные карточки поставщиков чисел не дают","","","","","","","","","","","","",""
"kartochka","12Х18Н10Т","6-42|12Х18Н10Т","Fe","стандарт","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR FE MN NI SI","P S","","","0.060018005401620486","","18.005401620486147","","70.53115934780435","","","1.000300090027008","","","","10.00300090027008","","0.40012003601080326","","","","","","","","C=0.002749872919512097;CR=0.19056498751592313;FE=0.6950354563502189;MN=0.010019999404255643;NI=0.09378950254221059;SI=0.007840181267879602","1686.6","1716.9","NA","calphad","canon/data/reference/deskriptory_splavov_v1.csv, splav=12Х18Н10Т, T_sol_K/T_liq_K; CALPHAD, mc_fe 2.059, sha256 1b12f7dcd1ec…; pycalphad 0.11.2 в ~/lilith_user_env (python 3.12), calphad_layer.raschet.solidus_likvidus, точность 0,25 K, pdens 200 (полная сетка), сторож движущей силы пройден; предрасчёт APP-312б, строка 6-42. ВНИМАНИЕ: титан в расчёт НЕ вошёл — ГОСТ задаёт его формулой 5·C–0,8, числом она не выражается","200","True","0.25","ad6d1f0e1af52aa046d581e16582555c41eeb9c56d5df5e0836ac9693164a1d9","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","BCC_A2 FCC_A1","","","",""
"kartochka","RS320","","Al","таблица владельца + карточка поставщика","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL FE MG MN SI","CU ZN","91.08662994491736","","","","","","0.2503755633450175","","0.500751126690035","0.1502253380070105","","","","","","8.01201802704056","","","","","","","","AL=0.9151248891725979;FE=0.0012153672102644033;MG=0.0055850386222765355;MN=0.0007412594035882151;SI=0.07733344559127289","836.6","880.6","NA","calphad","canon/data/reference/deskriptory_splavov_v1.csv, splav=RS320, T_sol_K/T_liq_K; CALPHAD, mc_al v2.037 (ThermoGar), sha256 f02bda0e42ff…; pycalphad 0.11.2 в ~/lilith_user_env (python 3.12), calphad_layer.raschet.solidus_likvidus, точность 0,25 K, pdens 200 (полная сетка), фаз 9, полный набор не понадобился, сторож движущей силы пройден; замер APP-585 §2.3, sdacha/app585/THERMOGAR_585.txt. Внесено APP-585-1 (10.09.2026), снято APP-585-2 того же дня (снимки целей ТО описывали пустую карточку) и внесено заново APP-592 (11.09.2026) — одной задачей с перевыпуском снимков, чтобы карточка и обучающие строки описывали один сплав. СОСТАВ ВХОДА — НЕ ИЗ ЭТОЙ ТАБЛИЦЫ И НЕ ИЗ ТУ РУСАЛ: строка РС-320 здесь пуста по всем элементам, и вход взят из справочника продукта (advisor/ingest.py, REF_CHEM_ELEMENTS: Al осн., Si 7,0–9,0, Mg 0,4–0,6, Fe ≤0,5, Mn ≤0,3, Zn ≤0,2, Cu ≤0,1), где он стоит по карточке дистрибьютора 3D Альянс, а не по ТУ РУСАЛ; номинал сведён правилом APP-312б. Из семи элементов в расчёт вошли пять: медь (0,05 масс.%, мольная доля 2,1e-4) и цинк (0,10 масс.%, мольная доля 4,2e-4) отброшены как следы порогом calphad_layer.raschet.PREDEL_SLEDOV_X = 5e-4. Провенанс входа слабее, чем у остальных марок таблицы, и заменяется паспортом партии или ТУ, как только они будут.","200","True","0.25","","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","фаз 9; имена фаз в улике не записаны","False","","","","SI2TI SITI TI17AL5SI14 TIALSI_TAU","wt-606/sdacha/app585/THERMOGAR_585.txt, «МАРКА RS320»",""
"kartochka","AlSi7Mg0.6","","Al","статья CC BY (НОМИНАЛ, диапазонов в источнике нет)","mc_al","2.036","d68f46b039fa3d869693c52636beb3de1029a7758ea921b5989b5a3f41e43d2c","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","карточка/заморозка называет d68f46b0, слой сегодня считает на f02bda0e","schitaetsya","v_reshatel","AL MG SI TI","CU FE MN ZN","92.23894049019853","","","","","","","","0.5908419497784343","","","","","","","7.050046316000301","","0.12017124402273241","","","","","","AL=0.9248331539144143;MG=0.006576562012978885;SI=0.06791109987943263;TI=0.0006791841931741735","834.9","889.1","NA","calphad","canon/data/reference/deskriptory_splavov_v1.csv, splav=AlSi7Mg0.6, T_sol_K/T_liq_K; CALPHAD, mc_al v2.036, sha256 d68f46b039fa…; pycalphad 0.11.2 в ~/lilith_user_env (python 3.12), calphad_layer.raschet.solidus_likvidus, точность 0.25 K, pdens 200 (полная сетка). СЧИТАНО НЕ ПО ПОЛНОМУ СОСТАВУ Табл. 1: из расчёта сняты C, H, N, O (0.063 масс.%), и это не выбор — обе попытки прогнаны и записаны. Полный состав: слой ОТКАЗЫВАЕТ (element_ne_pokryt: H и O не описаны ни одной базой основы AL; кислород COST507 исключён из перечня намеренно, REPORT_APP-354 §Б.5; порог следа 5e-4 их не снимает — у H 5,4e-4, у O 5,1e-4 и 1,7e-3). Состав без H и O: pycalphad ПАДАЕТ ValueError «Order (BCC_B2) and disorder (BCC_A2) model must have no interstitial sublattice or a single matching one» — C и N внедрённые. Оставшийся набор AL, SI, MG, FE, CU, MN, ZN, TI — ровно тот, каким APP-350 считал соседнюю марку AlSi10Mg по датащиту EOS: датащит газов и внедрённых примесей не нормирует вовсе. Полный протокол трёх попыток — sdacha/app363/PROGON_p4_calphad.txt","200","True","0.25","","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","False","","FCC_A1 SI_DIAMOND_A4","GP_MAT","SI2TI SITI TI17AL5SI14 TIALSI_TAU","sdacha/app363/p4_calphad_itog.json",""
"kartochka","AlSi10Mg0.3","","Al","статья CC BY (НОМИНАЛ, диапазонов в источнике нет)","cost507","ROUND II (January 1999)","6565f4d67695fbbf779d68b9eeeb83e86e44a1a3dde9bafd612d99daffb9c34d","","cost507","6565f4d67695fbbf779d68b9eeeb83e86e44a1a3dde9bafd612d99daffb9c34d","совпадает","schitaetsya","v_reshatel","AL FE MG SI","CU MN TI ZN","89.55396533679196","","","","","","0.12018448318168387","","0.3104765815526833","","","","","","","10.015373598473657","","","","","","","","AL=0.8993281624444425;FE=0.0005831383663625865;MG=0.0034613118842319068;SI=0.09662738730496304","839.3","867.5","NA","calphad","canon/data/reference/deskriptory_splavov_v1.csv, splav=AlSi10Mg0.3, T_sol_K/T_liq_K; CALPHAD, cost507 vROUND II (January 1999), FROZEN VERSION, sha256 6565f4d67695…; pycalphad 0.11.2 в ~/lilith_user_env (python 3.12), calphad_layer.raschet.solidus_likvidus, точность 0.25 K, pdens 200 (полная сетка). СЧИТАНО НЕ ПО ПОЛНОМУ СОСТАВУ Табл. 1: из расчёта сняты C, H, N, O (0.1055 масс.%), и это не выбор — обе попытки прогнаны и записаны. Полный состав: слой ОТКАЗЫВАЕТ (element_ne_pokryt: H и O не описаны ни одной базой основы AL; кислород COST507 исключён из перечня намеренно, REPORT_APP-354 §Б.5; порог следа 5e-4 их не снимает — у H 5,4e-4, у O 5,1e-4 и 1,7e-3). Состав без H и O: pycalphad ПАДАЕТ ValueError «Order (BCC_B2) and disorder (BCC_A2) model must have no interstitial sublattice or a single matching one» — C и N внедрённые. Оставшийся набор AL, SI, MG, FE, CU, MN, ZN, TI — ровно тот, каким APP-350 считал соседнюю марку AlSi10Mg по датащиту EOS: датащит газов и внедрённых примесей не нормирует вовсе. Полный протокол трёх попыток — sdacha/app363/PROGON_p4_calphad.txt","200","True","0.25","","LIQUID FCC_A1 BCC_A2 HCP_A3 CUB_A13 CBCC_A12","AL11MN4 AL12MG17 AL12MN AL13FE4 AL2FE AL4MN AL5FE2 AL5FE4 AL6MN ALCE_AMORPHOUS ALCUZN_T ALCU_THETA ALFESI_ALPHA ALFESI_BETA ALFESI_DELTA ALFESI_GAMMA ALFESI_TAU1 ALFESI_TAU3 ALLI ALMG_BETA ALMG_EPS ALMG_GAMMA ALMO ALM_D019 ALND_AMORPHOUS ALTI BCC_B2 BCT_A5 CBCC_A12 CR3SI_A15 CRSI2 CUB_A13 CUB_A15 DIAMOND_A4 FCC_A1 FE2SI FE5SI3 FESI FESI2_H FESI2_L GAS HCP_A3 HCP_ZN LAVES_C14 LAVES_C15 LAVES_C36 LIQUID MG24Y5 MG2SI MG2Y MG2ZN11 MG2ZN3 MGY_GAMMA MGZN PHI SIV3 TAU","True","","ALFESI_BETA DIAMOND_A4 FCC_A1","","","sdacha/app363/p4_calphad_itog.json",""
"z26_Al","В96ц1оч","-|В96ц1оч","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL CU MG MN SI ZN","CR FE TI ZR","86.21139189731248","","","","","2.3064580826313676","","","2.6574408343361413","0.3509827517047734","","","","","","0.05014039310068191","","","","","","8.42358604091456","","AL=0.9187278869656532;CU=0.0104364723756704;MG=0.03143868402455267;MN=0.0018370006485929826;SI=0.0005133454138325048;ZN=0.03704661057169824","780.9","898.4","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|В96ц1оч""], solidus_K/likvidus_K","200","True","0.25","300c360823f625a0231b0be5467a4d7380100dea3b26fbc654c286905c370abc","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B ALCUMN_T1 S_PHASE","False","ALCUMN_T1 S_PHASE","ALCUMN_T1 FCC_A1 MG2SI_B S_PHASE","GP_MAT SI2TI SITI TI17AL5SI14 TIALSI_TAU","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
"z26_Al","AW-Al Cu4MgSi","-|AW-Al Cu4MgSi","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL CU FE MG MN SI ZN","CR TI","93.71714643304131","","","","","4.005006257822278","0.3504380475594493","","0.6007509386733417","0.7008760951188986","","","","","","0.5006257822277848","","","","","","0.1251564455569462","","AL=0.9648553619720365;CU=0.0175078282188806;FE=0.001743188101884436;MG=0.006866194931065542;MN=0.003543934600813146;SI=0.004951720010668447;ZN=0.0005317721646513588","824.9","913.9","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|AW-Al Cu4MgSi""], solidus_K/likvidus_K","200","True","0.25","300c360823f625a0231b0be5467a4d7380100dea3b26fbc654c286905c370abc","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL8FEMNSI2 ALCUMN_T1","False","AL8FEMNSI2 ALCUMN_T1","AL8FEMNSI2 ALCUMN_T1 FCC_A1","GP_MAT SI2TI SITI TI17AL5SI14 TIALSI_TAU","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
"z26_Al","АПБА-1","-|АПБА-1","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL FE MG MN SI","CU ZN","93.04130162703379","","","","","","0.2503128911138924","","6.007509386733417","0.45056320400500627","","","","","","0.2503128911138924","","","","","","","","AL=0.9276930165213315;FE=0.0012058729935572506;MG=0.06649691239682828;MN=0.002206406479765706;SI=0.0023977916085171675","846.4","901.1","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|АПБА-1""], solidus_K/likvidus_K","200","True","0.25","d60c03be8a710a8c99e6887de3f996ec3ec2dab4f0ed8a8d370cd404b194d3bf","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4 AL8FEMNSI2 AL6MN","False","AL13FE4 AL8FEMNSI2 AL6MN","AL6MN FCC_A1 MG2SI_B","GP_MAT","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
"z26_Al","1545К","-|1545К","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL MG MN","CR CU FE SI TI ZN","95.01704431521958","","","","","","","","4.712251854822539","0.27070382995789055","","","","","","","","","","","","","","AL=0.9465615352166152;MG=0.05211399202921264;MN=0.0013244727541720281","868.1","910.4","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|1545К""], solidus_K/likvidus_K","200","True","0.25","300c360823f625a0231b0be5467a4d7380100dea3b26fbc654c286905c370abc","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","False","","FCC_A1","GP_MAT SI2TI SITI TI17AL5SI14 TIALSI_TAU","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
"z26_Al","AW-Al Mg2,5","-|AW-Al Mg2,5","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL CR FE MG SI","CU MN ZN","96.92038057085628","","","","0.2503755633450175","","0.200300450676014","","2.503755633450175","","","","","","","0.12518778167250874","","","","","","","","AL=0.9687496668978294;CR=0.0012986514289743184;FE=0.0009673156730371374;MG=0.02778221752764808;SI=0.001202148472511103","889.1","921.1","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|AW-Al Mg2,5""], solidus_K/likvidus_K","200","True","0.25","d60c03be8a710a8c99e6887de3f996ec3ec2dab4f0ed8a8d370cd404b194d3bf","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4 ALCRFEMNSI_A","False","AL13FE4 ALCRFEMNSI_A","ALCRFEMNSI_A FCC_A1","GP_MAT","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
"z26_Al","AW-Al Mg2","-|AW-Al Mg2","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL FE MG MN SI","CR CU TI ZN","97.19157472417251","","","","","","0.25075225677031093","","2.0561685055165495","0.3009027081243731","","","","","","0.20060180541624875","","","","","","","","AL=0.9725393958153654;FE=0.0012123088543621258;MG=0.022841036057156712;MN=0.001478788189708826;SI=0.0019284710834068838","895.1","921.1","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|AW-Al Mg2""], solidus_K/likvidus_K","200","True","0.25","300c360823f625a0231b0be5467a4d7380100dea3b26fbc654c286905c370abc","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4 AL8FEMNSI2","False","AL13FE4 AL8FEMNSI2","AL13FE4 AL8FEMNSI2 FCC_A1","GP_MAT SI2TI SITI TI17AL5SI14 TIALSI_TAU","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
"z26_Al","EN AW-Al Fe1,5","-|EN AW-Al Fe1,5","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL FE SI","CR CU MG MN TI ZN","98.39823806186806","","","","","","1.401541695865452","","","","","","","","","0.20022024226649315","","","","","","","","AL=0.991240620602057;FE=0.00682162174274527;SI=0.0019377576551977901","915.6","927.6","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|EN AW-Al Fe1,5""], solidus_K/likvidus_K","200","True","0.25","300c360823f625a0231b0be5467a4d7380100dea3b26fbc654c286905c370abc","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4","False","AL13FE4","AL13FE4 FCC_A1","GP_MAT SI2TI SITI TI17AL5SI14 TIALSI_TAU","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
"z26_Al","АД00","-|АД00","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL FE SI","CU MG MN TI ZN","99.77478604674441","","","","","","0.12511886291977378","","","","","","","","","0.10009509033581902","","","","","","","","AL=0.9984327622615499;FE=0.0006049376985523956;SI=0.000962300039897697","921.1","932.4","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|АД00""], solidus_K/likvidus_K","200","True","0.25","300c360823f625a0231b0be5467a4d7380100dea3b26fbc654c286905c370abc","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4","False","AL13FE4","AL13FE4 FCC_A1","GP_MAT SI2TI SITI TI17AL5SI14 TIALSI_TAU","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
"z26_Fe","40Х10С2М","1-17|40Х10С2М","Fe","","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR FE MN MO SI","P S","","","0.40011003025832104","","9.752681987546575","","86.3962589712171","","","0.40011003025832104","0.8002200605166421","","","","","2.2506189202030558","","","","","","","","C=0.017874014520909958;CR=0.10064123620104586;FE=0.8301039433699894;MN=0.0039077649060877614;MO=0.004474930451498685;SI=0.04299811055046834","1664.6","1724.9","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""1-17|40Х10С2М""], solidus_K/likvidus_K","200","True","0.25","139e004404ac6566222844103d3d3ee8ebf519b1a3fb6f7b86920e111578d167","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","FCC_A1","","","",""
"z26_Fe","09Х18Н9","6-29|09Х18Н9","Fe","","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR CU FE MN NI SI TI","P S","","","0.08501700340068014","","18.00360072014403","0.1250250050010002","70.73414682936587","","","1.6003200640128026","","","","9.001800360072014","","0.40008001600320064","","0.05001000200040008","","","","","","C=0.003889792558995548;CR=0.19027829554076997;CU=0.00108120607457348;FE=0.6960567336469061;MN=0.016007880002002865;NI=0.0842835623919196;SI=0.007828386252003145;TI=0.0005741435328292675","1673.9","1716.1","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""6-29|09Х18Н9""], solidus_K/likvidus_K","200","True","0.25","ad6d1f0e1af52aa046d581e16582555c41eeb9c56d5df5e0836ac9693164a1d9","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","BCC_A2 FCC_A1","","","",""
"z26_Fe","16Х11Н2В2МФ","1-8|16Х11Н2В2МФ","Fe","","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR FE MN MO NI SI V W","P S","","","0.16004401210332841","","11.25309460101528","","83.92057815899372","","","0.3000825226937408","0.4251169071494661","","","1.6004401210332841","","0.3000825226937408","","","0.24006601815499262","1.8004951361624448","","","","C=0.007423940469103284;CR=0.12058027011236379;FE=0.8372562333892565;MN=0.0030432811410498954;MO=0.0024685254894554324;NI=0.015192433335218773;SI=0.005953063177033974;V=0.0026256021251933434;W=0.005456650761325037","1680.9","1763.9","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""1-8|16Х11Н2В2МФ""], solidus_K/likvidus_K","200","True","0.25","ad6d1f0e1af52aa046d581e16582555c41eeb9c56d5df5e0836ac9693164a1d9","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","BCC_A2 FCC_A1","","","",""
"z26_Fe","08Х21Н6М2Т","5-6|08Х21Н6М2Т","Fe","","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR FE MN MO NI SI TI","P S","","","0.04001200360108032","","21.00630189056717","","69.70091027308193","","","0.4001200360108032","2.1506451935580673","","","6.001800540162048","","0.4001200360108032","","0.3000900270081024","","","","","","C=0.001842609464048645;CR=0.22346104879531778;FE=0.6903611123470854;MN=0.004028465228564614;MO=0.01239783790679515;NI=0.05656104375143954;SI=0.007880214446390697;TI=0.0034676680603581184","1687.4","1731.9","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""5-6|08Х21Н6М2Т""], solidus_K/likvidus_K","200","True","0.25","ad6d1f0e1af52aa046d581e16582555c41eeb9c56d5df5e0836ac9693164a1d9","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","BCC_A2","","","",""
"z26_Fe","08Х17Н6Т","4-4|08Х17Н6Т","Fe","","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR FE MN NI SI TI","B P S","","","0.04001160336497584","","17.25500395114583","","75.6529393524122","","","0.4001160336497584","","","","6.001740504746376","","0.4001160336497584","","0.250072521031099","","","","","","C=0.0018314731050433526;CR=0.18244790693786825;FE=0.7447924552139353;MN=0.004004117999322092;NI=0.05621920024025619;SI=0.007832588023740683;TI=0.00287225847983419","1704.6","1741.6","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""4-4|08Х17Н6Т""], solidus_K/likvidus_K","200","True","0.25","ad6d1f0e1af52aa046d581e16582555c41eeb9c56d5df5e0836ac9693164a1d9","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","BCC_A2","","","",""
