вид;T, °C;Ni, ат. %;Cr, ат. %;Mo, ат. %;фазовый набор;D_NIMO есть;D_NIMO, мольн. %;Mo в D_NIMO, ат. %;Cr в D_NIMO, ат. %;до устойчивости D_NIMO, Дж/моль;до устойчивости P_PHASE, Дж/моль;в экспериментальном поле P (1100 °C)
ребро Ni–Mo;600,0;65,0;0,0;35,0;DELTA + D_NIMO;да;42,011761261563755;48,92747150706225;0,0;2,7539230359252542e-05;24911,04128145941;нет
ребро Ni–Mo;600,0;62,5;0,0;37,5;DELTA + D_NIMO;да;52,420747820877786;48,927477069261215;0,0;2,772649168036878e-05;24398,077340919423;нет
ребро Ni–Mo;600,0;60,0;0,0;40,0;DELTA + D_NIMO;да;62,82972151630478;48,927485746658725;0,0;2,8019858291372657e-05;23757,95426865114;нет
ребро Ni–Mo;600,0;57,5;0,0;42,5;DELTA + D_NIMO;да;73,23866708010254;48,92750117421413;0,0;2,854523336282e-05;22906,09597730392;нет
ребро Ni–Mo;600,0;55,0;0,0;45,0;DELTA + D_NIMO;да;83,6475309273462;48,92753624163625;0,0;2,9757648007944226e-05;21628,956165006304;нет
ребро Ni–Mo;600,0;52,5;0,0;47,5;DELTA + D_NIMO;да;94,05588344974996;48,927694109600516;0,0;3,5527744330465794e-05;19005,1748240225;нет
ребро Ni–Mo;600,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99923472901557;50,000277139909564;0,0;7,916628965176642e-05;321,8080256687608;нет
ребро Ni–Mo;600,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;96,1786424487117;50,61434769577251;0,0;2,0815808966290206e-05;17235,95860329592;нет
ребро Ni–Mo;600,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;91,11272316124676;50,614440358753264;0,0;2,382714592386037e-05;19424,26872457833;нет
ребро Ni–Mo;600,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;86,04666743128777;50,6144657365373;0,0;2,4687338736839592e-05;20593,85742110751;нет
ребро Ni–Mo;650,0;65,0;0,0;35,0;DELTA + D_NIMO;да;42,304471565166644;48,80476576098349;0,0;2,9106719011906534e-05;26554,94220443745;нет
ребро Ni–Mo;650,0;62,5;0,0;37,5;DELTA + D_NIMO;да;52,752968154986654;48,804772208523154;0,0;2,889224560931325e-05;26007,26834539279;нет
ребро Ni–Mo;650,0;60,0;0,0;40,0;DELTA + D_NIMO;да;63,20144743735081;48,80478231743069;0,0;2,8557675250340253e-05;25322,144643676656;нет
ребро Ni–Mo;650,0;57,5;0,0;42,5;DELTA + D_NIMO;да;73,64989698306482;48,8048004430914;0,0;2,7962560125160962e-05;24406,60730811316;нет
ребро Ni–Mo;650,0;55,0;0,0;45,0;DELTA + D_NIMO;да;84,0982450912779;48,804842387385925;0,0;2,660953759914264e-05;23022,167789455416;нет
ребро Ni–Mo;650,0;52,5;0,0;47,5;DELTA + D_NIMO;да;94,54592164010589;48,805045013651885;0,0;2,0545892766676843e-05;20088,90746252168;нет
ребро Ni–Mo;650,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,9991352697164;50,00030238616036;0,0;7,616840593982488e-05;993,6301305362867;нет
ребро Ni–Mo;650,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;96,36681518714745;50,71151730121334;0,0;4,423112841323018e-06;18502,849745125357;нет
ребро Ni–Mo;650,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;91,28872033968764;50,71162771259841;0,0;2,9981019906699657e-06;20900,067758065263;нет
ребро Ni–Mo;650,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;86,21046027887944;50,71165680370583;0,0;2,6685738703235984e-06;22159,09525032134;нет
ребро Ni–Mo;750,0;65,0;0,0;35,0;DELTA + D_NIMO;да;42,94746691397225;48,530205850550985;0,0;5,637558933813125e-05;29848,132184024485;нет
ребро Ni–Mo;750,0;62,5;0,0;37,5;DELTA + D_NIMO;да;53,48917290215791;48,53021464953101;0,0;5,6000186305027455e-05;29227,4674164971;нет
ребро Ni–Mo;750,0;60,0;0,0;40,0;DELTA + D_NIMO;да;64,03085678479823;48,530228605999376;0,0;5,54073994862847e-05;28446,57989573894;нет
ребро Ni–Mo;750,0;57,5;0,0;42,5;DELTA + D_NIMO;да;74,57249200940387;48,53025413432761;0,0;5,4331234423443675e-05;27392,846021216385;нет
ребро Ni–Mo;750,0;55,0;0,0;45,0;DELTA + D_NIMO;да;85,11397480852537;48,53031581715968;0,0;5,1774419262073934e-05;25766,180454947178;нет
ребро Ni–Mo;750,0;52,5;0,0;47,5;DELTA + D_NIMO;да;95,6541952155536;48,530676670553206;0,0;3,805171581916511e-05;22025,603242573932;нет
ребро Ni–Mo;750,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99887179468496;50,00036774633324;0,0;7,04619669704698e-05;2486,6049073061586;нет
ребро Ni–Mo;750,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;96,76700041122066;50,9173833088488;0,0;8,057542436290532e-05;20975,357071546438;нет
ребро Ni–Mo;750,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;91,66057767449065;50,91754257966302;0,0;9,002911247080192e-05;23854,27780284537;нет
ребро Ni–Mo;750,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;86,55390780214817;50,91758087599862;0,0;9,238042548531666e-05;25305,604810343873;нет
ребро Ni–Mo;800,0;65,0;0,0;35,0;DELTA + D_NIMO;да;43,29279657525535;48,37311197095266;0,0;0,00017845656839199364;31499,457915205814;нет
ребро Ni–Mo;800,0;62,5;0,0;37,5;DELTA + D_NIMO;да;53,893773802758204;48,37312237188159;0,0;0,00017770277190720662;30839,96662530297;нет
ребро Ni–Mo;800,0;60,0;0,0;40,0;DELTA + D_NIMO;да;64,49472475966097;48,37313898363377;0,0;0,00017650217341724783;30007,39713077848;нет
ребро Ni–Mo;800,0;57,5;0,0;42,5;DELTA + D_NIMO;да;75,09561573138966;48,373169737178955;0,0;0,000174290245922748;28877,288689159614;нет
ребро Ni–Mo;800,0;55,0;0,0;45,0;DELTA + D_NIMO;да;85,69630983930236;48,37324607299317;0,0;0,00016886000958038494;27110,208677472343;нет
ребро Ni–Mo;800,0;52,5;0,0;47,5;DELTA + D_NIMO;да;96,29515987189573;48,37375909811813;0,0;0,00013459456386044621;22805,523161489415;нет
ребро Ni–Mo;800,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,9986954318687;50,00041060524353;0,0;6,779666000511497e-05;3315,4312159169785;нет
ребро Ni–Mo;800,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;96,98164571346383;51,02727795288584;0,0;0,00029891276062699035;22168,276339348056;нет
ребро Ni–Mo;800,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;91,8585960520229;51,02747142370122;0,0;0,00032028274290496483;25330,23184272756;нет
ребро Ni–Mo;800,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;86,73524009056017;51,02751544872607;0,0;0,0003252486349083483;26885,797194557046;нет
ребро Ni–Mo;850,0;65,0;0,0;35,0;DELTA + D_NIMO;да;43,65485705028981;48,19724654881162;0,0;3,082375769736245e-05;33154,75281804972;нет
ребро Ni–Mo;850,0;62,5;0,0;37,5;DELTA + D_NIMO;да;54,328509391010506;48,19725898714601;0,0;3,046870551770553e-05;32454,30065470132;нет
ребро Ni–Mo;850,0;60,0;0,0;40,0;DELTA + D_NIMO;да;65,00212935709497;48,19727901224734;0,0;2,9901442758273333e-05;31566,530377531773;нет
ребро Ni–Mo;850,0;57,5;0,0;42,5;DELTA + D_NIMO;да;75,67567427178412;48,197316611057;0,0;2,8850619855802506e-05;30353,17536029924;нет
ребро Ni–Mo;850,0;55,0;0,0;45,0;DELTA + D_NIMO;да;86,34896598283474;48,1974130018145;0,0;2,62426765402779e-05;28426,60571433969;нет
ребро Ni–Mo;850,0;52,5;0,0;47,5;DELTA + D_NIMO;да;97,01931575545201;48,198199343360706;0,0;9,58107557380572e-06;23351,801710731845;нет
ребро Ni–Mo;850,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99847771858774;50,00046277633496;0,0;6,529050733661279e-05;4205,156268570849;нет
ребро Ni–Mo;850,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;97,20799582755143;51,14267867921022;0,0;3,1169067369773984e-05;23320,3680192733;нет
ребро Ni–Mo;850,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;92,06634355675376;51,14291614357644;0,0;3,9822960388846695e-05;26803,42411295617;нет
ребро Ni–Mo;850,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;86,92430720169446;51,14296685035795;0,0;4,180807445663959e-05;28469,797443694173;нет
ребро Ni–Mo;900,0;65,0;0,0;35,0;D_NIMO + FCC_A1;да;51,50325702412963;48,185996353514824;0,0;5,4121846915222704e-06;41893,60147471268;нет
ребро Ni–Mo;900,0;62,5;0,0;37,5;D_NIMO + FCC_A1;да;60,69797894314149;48,186010703063516;0,0;5,249414243735373e-06;41161,2631346574;нет
ребро Ni–Mo;900,0;60,0;0,0;40,0;D_NIMO + FCC_A1;да;69,8926686242173;48,18603381717065;0,0;4,992594767827541e-06;40232,83412656136;нет
ребро Ni–Mo;900,0;57,5;0,0;42,5;D_NIMO + FCC_A1;да;79,08728354088814;48,1860772562225;0,0;4,5272536226548254e-06;38963,328965839384;нет
ребро Ni–Mo;900,0;55,0;0,0;45,0;D_NIMO + FCC_A1;да;88,2816477740555;48,18618885989173;0,0;3,4361291909590364e-06;36945,52735140052;нет
ребро Ni–Mo;900,0;52,5;0,0;47,5;D_NIMO + FCC_A1;да;97,47302633089964;48,18711224496822;0,0;1,7134880181401968e-07;31600,47595855753;нет
ребро Ni–Mo;900,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99820635620092;50,000526874734064;0,0;6,297243089647964e-05;5160,913776184047;нет
ребро Ni–Mo;900,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;97,44776078392935;51,26428502560253;0,0;0,00016848681843839586;24418,555926896363;нет
ребро Ni–Mo;900,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;92,28526670959481;51,264580358697884;0,0;0,00019219690148020163;28271,987070409414;нет
ребро Ni–Mo;900,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;87,12228359943266;51,26463889354631;0,0;0,00019708161562448367;30056,87638293692;нет
ребро Ni–Mo;950,0;65,0;0,0;35,0;D_NIMO + FCC_A1;да;49,82877640040543;48,27663436046147;0,0;0,00018303045362699777;43717,08245672703;нет
ребро Ni–Mo;950,0;62,5;0,0;37,5;D_NIMO + FCC_A1;да;59,276026302800425;48,276650586944676;0,0;0,00018405944138066843;42959,32687644269;нет
ребро Ni–Mo;950,0;60,0;0,0;40,0;D_NIMO + FCC_A1;да;68,72323916015415;48,27667661586841;0,0;0,00018571599503047764;42000,649976565925;нет
ребро Ni–Mo;950,0;57,5;0,0;42,5;D_NIMO + FCC_A1;да;78,17036689449898;48,27672517343808;0,0;0,00018882624135585502;40694,493398782404;нет
ребро Ni–Mo;950,0;55,0;0,0;45,0;D_NIMO + FCC_A1;да;87,61721464401926;48,27684781846992;0,0;0,00019150233129039407;38635,16261372097;нет
ребро Ni–Mo;950,0;52,5;0,0;47,5;D_NIMO + FCC_A1;да;97,06108424746263;48,277758559676336;0,0;0,0001370639438391663;33410,65663128224;нет
ребро Ni–Mo;950,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99786499098666;50,00060630484477;0,0;6,087196379667148e-05;6188,182108999732;нет
ребро Ni–Mo;950,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;97,70281447488857;51,39282697700725;0,0;1,2619246263056993e-05;25444,33665277633;нет
ребро Ni–Mo;950,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;92,51696562244143;51,39320057289618;0,0;2,1555941202677786e-05;29733,666526997986;нет
ребро Ni–Mo;950,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;87,33048218307945;51,39326831563235;0,0;2,343110099900514e-05;31646,185100589588;нет
ребро Ni–Mo;1000,0;65,0;0,0;35,0;D_NIMO + FCC_A1;да;48,1169961668201;48,357446052664834;0,0;5,1341907237656415e-05;45561,51806757723;нет
ребро Ni–Mo;1000,0;62,5;0,0;37,5;D_NIMO + FCC_A1;да;57,82746224272578;48,3574646217484;0,0;5,193348624743521e-05;44778,093534360145;нет
ребро Ni–Mo;1000,0;60,0;0,0;40,0;D_NIMO + FCC_A1;да;67,53788518736937;48,35749429996043;0,0;5,288604006636888e-05;43788,719790719304;нет
ребро Ni–Mo;1000,0;57,5;0,0;42,5;D_NIMO + FCC_A1;да;77,24820973092986;48,35754931065095;0,0;5,467457958729938e-05;42444,96575735387;нет
ребро Ni–Mo;1000,0;55,0;0,0;45,0;D_NIMO + FCC_A1;да;86,95821611010719;48,357686232714386;0,0;5,757711187470704e-05;40341,068255393795;нет
ребро Ni–Mo;1000,0;52,5;0,0;47,5;D_NIMO + FCC_A1;да;96,66512700500427;48,35862009331902;0,0;3,044793993467465e-05;35184,92181063541;нет
ребро Ni–Mo;1000,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99743184945036;50,00070548786435;0,0;5,901630356675014e-05;7292,494978091083;нет
ребро Ni–Mo;1000,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;97,97516200895431;51,529039894825104;0,0;0,00018757147336145863;26370,440269796396;нет
ребро Ni–Mo;1000,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;92,76316402172952;51,52952318601574;0,0;0,0001517446435173042;31185,734619514697;нет
ребро Ni–Mo;1000,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;87,55032218278225;51,52960179505038;0,0;0,00014627572818426415;33236,736354089924;нет
ребро Ni–Mo;1050,0;65,0;0,0;35,0;D_NIMO + FCC_A1;да;46,37107166179948;48,42555489250143;0,0;5,3274561651051044e-08;47426,13960744097;нет
ребро Ni–Mo;1050,0;62,5;0,0;37,5;D_NIMO + FCC_A1;да;56,35737823418256;48,4255764834461;0,0;3,456079866737127e-08;46616,53880786427;нет
ребро Ni–Mo;1050,0;60,0;0,0;40,0;D_NIMO + FCC_A1;да;66,34363363206542;48,42561088689729;0,0;1,3140379451215267e-08;45595,63271575747;нет
ребро Ni–Mo;1050,0;57,5;0,0;42,5;D_NIMO + FCC_A1;да;76,32977307405879;48,42567431823163;0,0;3,4924596548080444e-10;44212,64800295916;нет
ребро Ni–Mo;1050,0;55,0;0,0;45,0;D_NIMO + FCC_A1;да;86,31554275158263;48,42583031853039;0,0;1,1771044228225946e-07;42059,64237381023;нет
ребро Ni–Mo;1050,0;52,5;0,0;47,5;D_NIMO + FCC_A1;да;96,29795258809928;48,42682741757511;0,0;5,860943929292262e-06;36922,48257445911;нет
ребро Ni–Mo;1050,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,9968781468405;50,000830115829984;0,0;5,7422686950303614e-05;8479,135618204062;нет
ребро Ni–Mo;1050,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;98,26685754646957;51,67361547685151;0,0;6,359201506711543e-05;27154,81203450763;нет
ребро Ni–Mo;1050,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;93,02563724506793;51,67426002828094;0,0;3,818224649876356e-05;32624,9095934473;нет
ребро Ni–Mo;1050,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;87,78325706636451;51,67435148779457;0,0;3,509875386953354e-05;34827,40346571147;нет
ребро Ni–Mo;1150,0;65,0;0,0;35,0;D_NIMO + FCC_A1;да;42,80994127257786;48,50025694360088;0,0;1,7181446310132742e-07;51211,09809521775;нет
ребро Ni–Mo;1150,0;62,5;0,0;37,5;D_NIMO + FCC_A1;да;53,400416595035274;48,50028846985679;0,0;2,2136373445391655e-07;50345,65576261128;нет
ребро Ni–Mo;1150,0;60,0;0,0;40,0;D_NIMO + FCC_A1;да;63,990813375702324;48,50033853934788;0,0;3,130553523078561e-07;49256,11205685367;нет
ребро Ni–Mo;1150,0;57,5;0,0;42,5;D_NIMO + FCC_A1;да;74,58103340899022;48,50043032728299;0,0;5,222391337156296e-07;47784,27137211348;нет
ребро Ni–Mo;1150,0;55,0;0,0;45,0;D_NIMO + FCC_A1;да;85,1706981623575;48,500653193851576;0,0;1,25181395560503e-06;45506,880259642334;нет
ребро Ni–Mo;1150,0;52,5;0,0;47,5;D_NIMO + FCC_A1;да;95,7556558229142;48,501987204719796;0,0;1,218204852193594e-05;40219,74138455132;нет
ребро Ni–Mo;1150,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99524905585555;50,00118590740493;0,0;5,492188211064786e-05;11112,844688982746;нет
ребро Ni–Mo;1150,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;98,91564319336177;51,989816626985785;0,0;6,372375355567783e-05;27950,32577656943;нет
ребро Ni–Mo;1150,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;93,60588153159209;51,99116151411653;0,0;0,00013413504348136485;35448,33038661878;нет
ребро Ni–Mo;1150,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;88,29352674744838;51,99128613644209;0,0;0,00014197225391399115;38004,064495869534;нет
ребро Ni–Mo;1200,0;65,0;0,0;35,0;D_NIMO + FCC_A1;да;41,03717000693987;48,48010044504456;0,0;1,8136764992959797e-05;53127,02331372701;нет
ребро Ni–Mo;1200,0;62,5;0,0;37,5;D_NIMO + FCC_A1;да;51,9722314191565;48,48014128604444;0,0;1,7587095499038696e-05;52229,69468827774;нет
ребро Ni–Mo;1200,0;60,0;0,0;40,0;D_NIMO + FCC_A1;да;62,9071875102719;48,48020620553781;0,0;1,6731442883610725e-05;51099,516196314435;нет
ребро Ni–Mo;1200,0;57,5;0,0;42,5;D_NIMO + FCC_A1;да;73,84190620604187;48,48032539651454;0,0;1,5215788153000176e-05;49571,65297005301;нет
ребро Ni–Mo;1200,0;55,0;0,0;45,0;D_NIMO + FCC_A1;да;84,77587615991156;48,48061576658243;0,0;1,1824158718809485e-05;47203,81466607886;нет
ребро Ni–Mo;1200,0;52,5;0,0;47,5;D_NIMO + FCC_A1;да;95,70338967879286;48,48238217776374;0,0;3,932509571313858e-07;41669,54040430466;нет
ребро Ni–Mo;1200,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99407047312077;50,001435255792515;0,0;5,3752417443320155e-05;12558,10988880317;нет
ребро Ni–Mo;1200,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;99,27470404784654;52,161407957029894;0,0;8,779700146988034e-05;27527,05044482884;нет
ребро Ni–Mo;1200,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;93,9258222365234;52,16370288606781;0,0;1,1812167940661311e-05;36822,9019182507;нет
ребро Ni–Mo;1200,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;88,57233794044737;52,16384862823207;0,0;9,320545359514654e-06;39587,53479883383;нет
